x,y,coordIdx,ts,id,posID,TIME,X_raw,Y_raw,NBS,VARX,VARY,COVXY,SD,tide_number,tidaltime,resTime,fpt,revisits
650277.722799247,5901874.24938628,25,2018-08-21T14:51:14Z,435,88671,1534855874.898,650277.722799247,5901874.24938628,4,142.379,26.1084,-54.3899,7.72706930213519,22,1.23333333333333,3.10923736890157,2.37367510000865,4
650261.600859834,5901882.24369893,26,2018-08-21T14:51:17Z,435,88672,1534855877.898,650261.600859834,5901882.24369893,3,253.944,43.8451,-98.8672,10.002734626091,22,1.28333333333333,3.1104633529981,2.36395881970724,4
650267.819366198,5901876.58323539,27,2018-08-21T14:51:20Z,435,88673,1534855880.898,650267.819366198,5901876.58323539,3,209.028,36.4641,-81.5035,9.08213080725002,22,1.33333333333333,3.10953413645426,2.3682651201884,4
650284.177241055,5901869.21224196,28,2018-08-21T14:51:23Z,435,88674,1534855883.898,650284.177241055,5901869.21224196,4,141.223,25.5278,-54.2579,7.63118601529278,22,1.38333333333333,3.10792390108109,2.37790602445602,4
650284.177241055,5901869.21224196,29,2018-08-21T14:51:26Z,435,88675,1534855886.898,650284.177241055,5901869.21224196,4,135.919,23.9286,-52.6443,7.38640643344245,22,1.43333333333333,3.10792390108109,2.37790602445602,4
650284.177241055,5901869.21224196,30,2018-08-21T14:51:29Z,435,88676,1534855889.898,650284.177241055,5901869.21224196,4,155.079,27.1714,-60.2355,7.85998727734339,22,1.48333333333333,3.10792390108109,2.37790602445602,4
650291.655480279,5901864.39903745,31,2018-08-21T14:51:32Z,435,88677,1534855892.898,650291.655480279,5901864.39903745,4,118.166,21.3885,-45.4981,6.96837857754585,22,1.53333333333333,3.10629452466965,2.38255110184352,4
650277.164821003,5901874.21400753,32,2018-08-21T14:51:35Z,435,88678,1534855895.897,650277.164821003,5901874.21400753,4,156.508,27.2113,-60.6861,7.89601798376878,22,1.58333333333333,3.10921769539515,2.37340580224991,4
650286.566598186,5901868.99908776,33,2018-08-21T14:51:38Z,435,88679,1534855898.897,650286.566598186,5901868.99908776,3,150.754,26.4441,-58.195,7.79795486008992,22,1.63333333333333,3.10799498558045,2.37915032307307,4
650274.877167119,5901871.86736211,34,2018-08-21T14:51:41Z,435,88680,1534855901.897,650274.877167119,5901871.86736211,4,161.363,28.4259,-62.8467,8.00596652503619,22,1.68333333333333,3.10830839077632,2.37271578709284,4
650274.877167119,5901871.86736211,35,2018-08-21T14:51:44Z,435,88681,1534855904.897,650274.877167119,5901871.86736211,4,161.252,28.4935,-63.1993,7.95907657960394,22,1.73333333333333,3.10830839077632,2.37271578709284,4
650282.655877131,5901867.19069491,36,2018-08-21T14:51:47Z,435,88682,1534855907.897,650282.655877131,5901867.19069491,4,154.982,27.204,-60.2967,7.84809531032849,22,1.78333333333333,3.1067985534668,2.37748130162557,4
650265.346725789,5901876.03405054,37,2018-08-21T14:51:50Z,435,88683,1534855910.897,650265.346725789,5901876.03405054,4,117.864,21.9845,-45.8034,6.94562452195625,22,1.83333333333333,3.10921624104182,2.36713171799978,4
650284.333379313,5901870.80991371,38,2018-08-21T14:51:53Z,435,88684,1534855913.897,650284.333379313,5901870.80991371,4,147.336,25.7773,-56.8865,7.70326554131428,22,1.88333333333333,3.10850265820821,2.37767557303111,4
650287.431056477,5901871.95211419,39,2018-08-21T14:51:56Z,435,88685,1534855916.896,650287.431056477,5901871.95211419,4,140.318,24.7377,-53.6872,7.59482060354292,22,1.93333333333333,3.10882905721664,2.37896917661031,4
650266.48369806,5901878.63330145,40,2018-08-21T14:51:59Z,435,88686,1534855919.896,650266.48369806,5901878.63330145,4,130.839,24.3864,-50.2736,7.39447090737397,22,1.98333333333333,3.10997825860977,2.36717249552409,4
650278.500319801,5901869.7593272,41,2018-08-21T14:52:02Z,435,88687,1534855922.896,650278.500319801,5901869.7593272,4,155.917,27.9683,-60.3533,7.94850300371083,22,2.03333333333333,3.10768110354741,2.37492809693019,4
650289.162016069,5901869.15100562,42,2018-08-21T14:52:05Z,435,88688,1534855925.896,650289.162016069,5901869.15100562,4,155.026,27.4835,-59.1766,8.00976279299206,22,2.08333333333333,3.10817011992137,2.38042127688726,4
650277.241253486,5901873.80576874,43,2018-08-21T14:52:08Z,435,88689,1534855928.896,650277.241253486,5901873.80576874,4,172.278,30.6104,-66.2957,8.38433062325192,22,2.13333333333333,3.10911620457967,2.37352882226308,4
650274.37090083,5901874.93642389,44,2018-08-21T14:52:11Z,435,88690,1534855931.896,650274.37090083,5901874.93642389,4,192.615,33.2935,-74.6298,8.75493575076368,22,2.18333333333333,3.1093253771464,2.37186677853266,4
650274.37090083,5901874.93642389,45,2018-08-21T14:52:14Z,435,88691,1534855934.896,650274.37090083,5901874.93642389,4,134.288,24.4945,-51.4935,7.46963854547193,22,2.23333333333333,3.1093253771464,2.37186677853266,4
650286.382064326,5901870.04868905,46,2018-08-21T14:52:17Z,435,88692,1534855937.896,650286.382064326,5901870.04868905,4,201.165,34.5317,-77.3789,8.99660491518884,22,2.28333333333333,3.10834593375524,2.37885205348333,4
650286.382064326,5901870.04868905,47,2018-08-21T14:52:20Z,435,88693,1534855940.895,650286.382064326,5901870.04868905,4,174.416,30.4018,-66.7184,8.44872771486926,22,2.33333333333333,3.10834593375524,2.37885205348333,4
650282.095117324,5901868.98235656,48,2018-08-21T14:52:23Z,435,88694,1534855943.895,650282.095117324,5901868.98235656,4,146.164,26.279,-56.2994,7.73590330859945,22,2.38333333333333,3.10765609343847,2.37689283291499,4
650369.924428322,5901838.5214681,49,2018-08-21T14:52:26Z,435,88695,1534855946.895,650369.924428322,5901838.5214681,3,58929.5,8142.81,-21898.5,152.562479004505,22,2.43333333333333,0.0567903399467468,0.0567903399467468,1
650291.410022137,5901867.28998936,50,2018-08-21T14:52:29Z,435,88696,1534855949.895,650291.410022137,5901867.28998936,4,131.525,24.1846,-49.9177,7.47490468166652,22,2.48333333333333,3.10762934684753,2.38191322088242,4
650291.410022137,5901867.28998936,51,2018-08-21T14:52:32Z,435,88697,1534855952.895,650291.410022137,5901867.28998936,4,127,23.3786,-48.3065,7.33250298329295,22,2.53333333333333,3.10762934684753,2.38191322088242,4
650291.410022137,5901867.28998936,52,2018-08-21T14:52:35Z,435,88698,1534855955.895,650291.410022137,5901867.28998936,4,196.835,33.5525,-75.5286,8.90675586282683,22,2.58333333333333,3.10762934684753,2.38191322088242,4
650267.313064567,5901873.41064241,53,2018-08-21T14:52:38Z,435,88699,1534855958.895,650267.313064567,5901873.41064241,4,165.242,29.8307,-64.3762,8.14372764770532,22,2.63333333333333,3.1082811554273,2.36859836181005,4
650267.313064567,5901873.41064241,54,2018-08-21T14:52:41Z,435,88700,1534855961.895,650267.313064567,5901873.41064241,4,136.665,25.2725,-53.1854,7.45430747957179,22,2.68333333333333,3.1082811554273,2.36859836181005,4
650297.052800746,5901866.60961328,55,2018-08-21T14:52:44Z,435,88701,1534855964.894,650297.052800746,5901866.60961328,4,181.881,30.9732,-69.5079,8.59292732425918,22,2.73333333333333,3.10764099359512,2.38487387100856,4
650296.873122888,5901863.11744346,56,2018-08-21T14:52:47Z,435,88702,1534855967.894,650296.873122888,5901863.11744346,4,155.704,27.6369,-59.459,8.02638773048001,22,2.78333333333333,3.10615499019623,2.38543347120285,4
650193.477485473,5901906.28244771,57,2018-08-21T14:52:50Z,435,88703,1534855970.894,650193.477485473,5901906.28244771,3,8898.84,1526.73,-3679.79,55.3713825003494,22,2.83333333333333,0.0500783363978068,0.0500783363978068,1
650276.645885988,5901871.78500438,58,2018-08-21T14:52:53Z,435,88704,1534855973.894,650276.645885988,5901871.78500438,3,181.107,31.9533,-70.2063,8.52336201272714,22,2.88333333333333,3.1084147810936,2.37362579902013,4
650276.645885988,5901871.78500438,59,2018-08-21T14:52:56Z,435,88705,1534855976.894,650276.645885988,5901871.78500438,4,200.584,34.9399,-77.9211,8.92646066478758,22,2.93333333333333,3.1084147810936,2.37362579902013,4
650292.234542873,5901863.65282049,60,2018-08-21T14:52:59Z,435,88706,1534855979.894,650292.234542873,5901863.65282049,4,143.565,25.9063,-55.0806,7.70130508420488,22,2.98333333333333,3.10593467553457,2.38296880324682,4
650277.412802268,5901871.45600755,61,2018-08-21T14:53:02Z,435,88707,1534855982.894,650277.412802268,5901871.45600755,4,151.639,27.3799,-58.4911,7.87633798157494,22,3.03333333333333,3.10833988587062,2.37407403389613,4
650277.412802268,5901871.45600755,62,2018-08-21T14:53:05Z,435,88708,1534855985.893,650277.412802268,5901871.45600755,3,165.938,29.6519,-64.5763,8.15090792488788,22,3.08333333333333,3.10833988587062,2.37407403389613,4
650271.731882798,5901876.52327633,63,2018-08-21T14:53:08Z,435,88709,1534855988.893,650271.731882798,5901876.52327633,4,169.369,30.3686,-65.2018,8.32670402980675,22,3.13333333333333,3.10963423252106,2.3702227195104,4
650284.204172808,5901869.15765268,64,2018-08-21T14:53:11Z,435,88710,1534855991.893,650284.204172808,5901869.15765268,4,29.5011,6.8924,-11.3279,3.70644034081219,22,3.18333333333333,3.1079035282135,2.37792973518372,4
650142.024095985,5901926.47684859,65,2018-08-21T14:53:14Z,435,88711,1534855994.893,650142.024095985,5901926.47684859,3,6163.81,1138.74,-2645.44,44.8516443399793,22,3.23333333333333,0.0321555495262146,0.0321555495262146,1
650293.760444445,5901883.3256639,66,2018-08-21T14:53:17Z,435,88712,1534855997.893,650293.760444445,5901883.3256639,3,17331.9,2486.77,-6561.25,81.8301289257203,22,3.28333333333333,3.10522940953573,2.37861711184184,4
650494.511368047,5901862.56821729,67,2018-08-21T14:53:23Z,435,88713,1534856003.893,650494.511368047,5901862.56821729,3,2.79281,11.2222,-5.59834,1.67878825347332,22,3.38333333333333,0.173113445440928,0.173113445440928,1
650524.605443537,5901802.24510903,68,2018-08-21T14:53:35Z,435,88714,1534856015.892,650524.605443537,5901802.24510903,3,37.4114,150.331,-74.9939,6.14447719501016,22,3.58333333333333,0.18860015074412,0.169137358665466,2
650627.071243188,5901739.40170584,69,2018-08-21T14:53:38Z,435,88715,1534856018.892,650627.071243188,5901739.40170584,3,628777,72298.7,-213162,524.167625860278,22,3.63333333333333,0.103390061855316,0.0482495228449504,2
650541.042971725,5901769.28484771,70,2018-08-21T14:53:41Z,435,88716,1534856021.892,650541.042971725,5901769.28484771,3,5.6551,22.7178,-11.3345,2.38828390272179,22,3.68333333333333,0.125398802757263,0.0712149779001872,2
650634.079459578,5901759.79999585,71,2018-08-21T14:53:44Z,435,88717,1534856024.892,650634.079459578,5901759.79999585,3,175.775,36.1033,-52.9356,10.2959749416944,22,3.73333333333333,0.109015846252441,0.0456218560536702,2
650702.269959901,5901760.19763875,72,2018-08-21T14:53:47Z,435,88718,1534856027.892,650702.269959901,5901760.19763875,4,16.7406,5.99137,-5.21723,3.50678057482928,22,3.78333333333333,0.0520022948582967,0.0520022948582967,1
650708.04926633,5901434.32319144,73,2018-08-21T14:53:53Z,435,88719,1534856033.891,650708.04926633,5901434.32319144,3,12.9745,52.1207,-26.0046,3.61745767079589,22,3.88333333333333,0.0225461006164551,0.0225461006164551,1
650843.829290754,5901753.62522178,74,2018-08-21T14:53:56Z,435,88720,1534856036.891,650843.829290754,5901753.62522178,3,161.836,45.8269,-38.6325,11.4191899887864,22,3.93333333333333,0.0832701086997986,0.0832701086997986,1
650863.476866925,5901739.01472433,75,2018-08-21T14:53:59Z,435,88721,1534856039.891,650863.476866925,5901739.01472433,4,146.55,24.8316,-39.3521,9.626910200059,22,3.98333333333333,0.102434929211934,0.102434929211934,1
650973.674845249,5901746.49653825,76,2018-08-21T14:54:05Z,435,88722,1534856045.891,650973.674845249,5901746.49653825,4,7.26185,7.87087,-2.18427,3.28088097924932,22,4.08333333333333,0.0881161371866862,0.0881161371866862,1
651026.179644487,5901771.94375031,77,2018-08-21T14:54:08Z,435,88723,1534856048.891,651026.179644487,5901771.94375031,3,79.6448,107.7,-8.48694,13.0526211926954,22,4.13333333333333,0.097071389357249,0.097071389357249,1
651072.305940285,5901778.51752656,78,2018-08-21T14:54:11Z,435,88724,1534856051.891,651072.305940285,5901778.51752656,4,3.39281,13.1242,-0.954917,3.82193354207003,22,4.18333333333333,0.111638295650482,0.111638295650482,1
651185.477332185,5901838.370092,79,2018-08-21T14:54:20Z,435,88725,1534856060.89,651185.477332185,5901838.370092,4,21.97,71.8158,-2.76688,9.39425569164476,22,4.33333333333333,0.119356369972229,0.119356369972229,1
651225.820671685,5901849.00165579,80,2018-08-21T14:54:23Z,435,88726,1534856063.89,651225.820671685,5901849.00165579,4,11.3889,130.635,-1.01503,11.8318992558253,22,4.38333333333333,0.124620727698008,0.124620727698008,1
651302.308326478,5901859.99626942,81,2018-08-21T14:54:29Z,435,88727,1534856069.89,651302.308326478,5901859.99626942,3,8.4406,104.641,-4.05926,10.2451490960356,22,4.48333333333333,0.135060739517212,0.135060739517212,1
651368.975530022,5901835.37806776,82,2018-08-21T14:54:35Z,435,88728,1534856075.889,651368.975530022,5901835.37806776,3,9.15684,220.384,-11.2858,14.3864255463266,22,4.58333333333333,0.130422643820445,0.130422643820445,1
651408.132283616,5901815.54510953,83,2018-08-21T14:54:38Z,435,88729,1534856078.889,651408.132283616,5901815.54510953,3,19.0958,356.055,-23.162,18.1335821061367,22,4.63333333333333,0.131679673989614,0.131679673989614,1
651544.891365449,5901822.14567359,84,2018-08-21T14:54:50Z,435,88730,1534856090.889,651544.891365449,5901822.14567359,8,1.58163,6.88323,-1.77256,2.21804869198131,22,4.83333333333333,0.132048118114471,0.132048118114471,1
651581.734877112,5901839.37330144,85,2018-08-21T14:54:53Z,435,88731,1534856093.889,651581.734877112,5901839.37330144,7,1.86454,20.7838,-2.84089,4.11904843380119,22,4.88333333333333,0.11017998456955,0.11017998456955,1
651619.620412197,5901878.8722089,86,2018-08-21T14:54:56Z,435,88732,1534856096.889,651619.620412197,5901878.8722089,5,3.34176,73.7264,-10.6343,7.46991030735979,22,4.93333333333333,0.0954336802164713,0.0954336802164713,1
651663.698808567,5901902.9907891,87,2018-08-21T14:54:59Z,435,88733,1534856099.888,651663.698808567,5901902.9907891,4,3.6351,53.204,-9.09564,6.2167370862857,22,4.98333333333333,0.0932275931040446,0.0932275931040446,1
651701.888698786,5901945.98788313,88,2018-08-21T14:55:02Z,435,88734,1534856102.888,651701.888698786,5901945.98788313,4,8.72279,272.502,-41.9831,14.0448777139568,22,5.03333333333333,0.0991232593854268,0.0991232593854268,1
651743.302166691,5901970.68349439,89,2018-08-21T14:55:05Z,435,88735,1534856105.888,651743.302166691,5901970.68349439,7,3.41894,42.6686,-8.73858,5.34886716978464,22,5.08333333333333,0.0931289990743001,0.0931289990743001,1
651783.69405358,5901926.00295437,90,2018-08-21T14:55:08Z,435,88736,1534856108.888,651783.69405358,5901926.00295437,3,179.064,5046.75,-943.873,57.7760157850989,22,5.13333333333333,0.160997629165649,0.160997629165649,1
651802.53404,5901952.42409949,91,2018-08-21T14:55:11Z,435,88737,1534856111.888,651802.53404,5901952.42409949,5,10.9382,201.209,-41.0326,11.4053496219976,22,5.18333333333333,0.198133436838786,0.198133436838786,1
651841.385091997,5901943.143275,92,2018-08-21T14:55:17Z,435,88738,1534856117.888,651841.385091997,5901943.143275,4,55.5681,688.412,-168.01,20.1980221804017,22,5.28333333333333,0.179575709501902,0.179575709501902,1
651935.592639945,5901915.34670652,93,2018-08-21T14:55:23Z,435,88739,1534856123.887,651935.592639945,5901915.34670652,5,13.7382,160.318,-42.7443,9.41103607473694,22,5.38333333333333,0.102099243799845,0.102099243799845,1
651980.680893748,5901934.0758905,94,2018-08-21T14:55:26Z,435,88740,1534856126.887,651980.680893748,5901934.0758905,4,24.5176,296.693,-80.426,12.6632776167942,22,5.43333333333333,0.0893571734428406,0.0893571734428406,1
652042.82909373,5901911.59523252,95,2018-08-21T14:55:29Z,435,88741,1534856129.887,652042.82909373,5901911.59523252,6,3.95556,25.0826,-7.44254,3.76205794745376,22,5.48333333333333,0.079229728380839,0.079229728380839,1
652088.019241405,5901951.64539644,96,2018-08-21T14:55:32Z,435,88742,1534856132.887,652088.019241405,5901951.64539644,8,0.963263,3.46702,-0.64734,1.77076339469733,22,5.53333333333333,0.0859842816988627,0.0859842816988627,1
652138.184990622,5901976.70397594,97,2018-08-21T14:55:35Z,435,88743,1534856135.887,652138.184990622,5901976.70397594,8,0.675248,1.87547,-0.293149,1.40157768247072,22,5.58333333333333,0.0846705476442973,0.0846705476442973,1
652180.895387837,5902022.14492523,98,2018-08-21T14:55:38Z,435,88744,1534856138.887,652180.895387837,5902022.14492523,7,1.08872,5.18353,-0.665989,2.22267226553984,22,5.63333333333333,0.0842647234598796,0.0842647234598796,1
652220.761430886,5902062.31049643,99,2018-08-21T14:55:41Z,435,88745,1534856141.887,652220.761430886,5902062.31049643,8,0.796677,2.25012,-0.435394,1.47513016374827,22,5.68333333333333,0.0834609866142273,0.0834609866142273,1
652245.252237584,5902121.04737913,100,2018-08-21T14:55:44Z,435,88746,1534856144.886,652245.252237584,5902121.04737913,8,1.29338,3.10115,-1.15794,1.44175240592829,22,5.73333333333333,0.0805743058522542,0.0805743058522542,1
652262.658102976,5902179.03932622,101,2018-08-21T14:55:47Z,435,88747,1534856147.886,652262.658102976,5902179.03932622,8,0.609401,1.4645,-0.24645,1.25737862237275,22,5.78333333333333,0.0812422355016073,0.0812422355016073,1
652266.892512441,5902241.4701858,102,2018-08-21T14:55:50Z,435,88748,1534856150.886,652266.892512441,5902241.4701858,8,0.576181,1.33382,-0.226083,1.20740838161742,22,5.83333333333333,0.0847287575403849,0.0847287575403849,1
652244.772251077,5902292.73457228,103,2018-08-21T14:55:53Z,435,88749,1534856153.886,652244.772251077,5902292.73457228,8,0.565064,1.36864,-0.233692,1.21091700789113,22,5.88333333333333,0.278191562493642,0.278191562493642,1
652207.469014672,5902295.76188235,104,2018-08-21T14:55:56Z,435,88750,1534856156.886,652207.469014672,5902295.76188235,8,0.560254,1.34443,-0.238154,1.19514685290135,22,5.93333333333333,0.217608404159546,0.217608404159546,1
652199.491417255,5902273.85736865,105,2018-08-21T14:55:59Z,435,88751,1534856159.886,652199.491417255,5902273.85736865,9,1.20624,2.83817,-1.10892,1.3515065667617,22,5.98333333333333,0.196655722459157,0.196655722459157,1
652218.065348213,5902253.00676184,106,2018-08-21T14:56:02Z,435,88752,1534856162.886,652218.065348213,5902253.00676184,9,0.506707,1.03372,-0.175007,1.09106049328165,22,6.03333333333333,0.244314889113108,0.244314889113108,1
652257.579074463,5902292.81229381,107,2018-08-21T14:56:05Z,435,88753,1534856165.885,652257.579074463,5902292.81229381,9,0.628818,1.7642,-0.271818,1.35991985057944,22,6.08333333333333,0.182125051816305,0.0977306008338928,2
652290.883384594,5902346.03082523,108,2018-08-21T14:56:08Z,435,88754,1534856168.885,652290.883384594,5902346.03082523,9,0.775207,2.59447,-0.540347,1.51293853146782,22,6.13333333333333,0.0849042495091756,0.0849042495091756,1
652333.700718607,5902381.2692581,109,2018-08-21T14:56:11Z,435,88755,1534856171.885,652333.700718607,5902381.2692581,9,0.538504,1.20742,-0.191099,1.16778679560954,22,6.18333333333333,0.090747328599294,0.090747328599294,1
652381.342995227,5902408.24105659,110,2018-08-21T14:56:14Z,435,88756,1534856174.885,652381.342995227,5902408.24105659,7,1.67123,6.10264,-0.938275,2.42843982836718,22,6.23333333333333,0.109074906508128,0.109074906508128,1
652410.615862256,5902379.23410886,111,2018-08-21T14:56:17Z,435,88757,1534856177.885,652410.615862256,5902379.23410886,9,0.58107,1.13208,-0.225238,1.1236876790283,22,6.28333333333333,0.139045755068461,0.139045755068461,1
652440.70357979,5902363.41655243,112,2018-08-21T14:56:20Z,435,88758,1534856180.885,652440.70357979,5902363.41655243,8,0.955599,2.08193,-0.501933,1.42606556651509,22,6.33333333333333,0.124961109956106,0.124961109956106,1
652484.902597273,5902377.7268759,113,2018-08-21T14:56:23Z,435,88759,1534856183.885,652484.902597273,5902377.7268759,9,0.749106,1.52655,-0.350737,1.25466409847417,22,6.38333333333333,0.125692892074585,0.125692892074585,1
652524.12153101,5902371.81404072,114,2018-08-21T14:56:26Z,435,88760,1534856186.885,652524.12153101,5902371.81404072,8,3.49254,7.71069,-2.73107,2.39605717794881,22,6.43333333333333,0.146747895081838,0.146747895081838,1
652549.284957148,5902355.22911647,115,2018-08-21T14:56:29Z,435,88761,1534856189.884,652549.284957148,5902355.22911647,7,2.89851,4.96734,-2.3381,1.78595912607204,22,6.48333333333333,0.156306223074595,0.156306223074595,1
652572.779503584,5902338.75559225,116,2018-08-21T14:56:32Z,435,88762,1534856192.884,652572.779503584,5902338.75559225,7,2.00134,3.54218,-0.921654,1.92359351215375,22,6.53333333333333,0.165949062506358,0.165949062506358,1
652597.875478167,5902312.78718674,117,2018-08-21T14:56:35Z,435,88763,1534856195.884,652597.875478167,5902312.78718674,7,3.3979,6.99568,-3.33673,1.92876126049856,22,6.58333333333333,0.171597460905711,0.171597460905711,1
652606.750263083,5902290.5084763,118,2018-08-21T14:56:38Z,435,88764,1534856198.884,652606.750263083,5902290.5084763,9,1.04467,1.80476,-0.485926,1.3702474229131,22,6.63333333333333,0.17783317565918,0.17783317565918,1
652619.065850957,5902265.72143935,119,2018-08-21T14:56:41Z,435,88765,1534856201.884,652619.065850957,5902265.72143935,9,1.13971,2.08395,-0.516684,1.47996351306375,22,6.68333333333333,0.176340647538503,0.176340647538503,1
652650.89868928,5902256.32846441,120,2018-08-21T14:56:44Z,435,88766,1534856204.884,652650.89868928,5902256.32846441,9,0.836825,1.5917,-0.18439,1.43518117323215,22,6.73333333333333,0.200581399599711,0.200581399599711,1
652675.459462592,5902240.90640792,121,2018-08-21T14:56:47Z,435,88767,1534856207.884,652675.459462592,5902240.90640792,9,0.669735,1.22838,-0.116756,1.29019494651002,22,6.78333333333333,0.17414319117864,0.17414319117864,1
652673.235397569,5902218.39930885,122,2018-08-21T14:56:50Z,435,88768,1534856210.883,652673.235397569,5902218.39930885,8,0.89044,1.84099,-0.204979,1.52363775222328,22,6.83333333333333,0.187674125035604,0.187674125035604,1
652663.936678289,5902186.73185736,123,2018-08-21T14:56:53Z,435,88769,1534856213.883,652663.936678289,5902186.73185736,7,5.07003,8.91273,-4.01835,2.4384544285264,22,6.88333333333333,0.158443204561869,0.158443204561869,1
